generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
32150,30067.2402,534450.0000,189409,0.018401,0.000000,0.022680,0.005312,0.251919,-0.712980,0.000000,0.197588,0.101325,0.051394,0.014982,12.5,8,18,5.6,2,10,5558,1.740818,3227,0.001980,0,0.002244
32160,34086.4688,634150.0000,181400,0.146459,0.000000,0.011233,0.007699,0.015344,-0.646936,0.000000,0.495385,0.082839,0.055688,-0.151692,12.5,7,19,5.6,2,11,5710,1.730728,4622,0.002446,0,0.002860
32170,43829.1289,600150.0000,245336,0.050560,0.000000,0.017584,0.008702,0.173418,-0.669359,0.000000,0.176924,0.119960,0.028142,-0.048912,12.4,7,18,5.6,2,11,5033,1.727623,4224,0.001015,0,0.000279
32180,30267.1914,508900.0000,199376,0.020133,0.000000,0.014663,0.012075,0.124047,-0.745729,0.000000,0.387752,0.109364,0.062106,0.155610,12.5,7,18,5.6,2,11,5313,1.734308,3462,0.002335,0,0.002098
32190,39077.4961,620500.0000,212972,0.044602,0.000000,0.024531,0.006436,0.084218,-0.645137,0.000000,0.403379,0.076348,0.042718,-0.100441,12.5,7,18,5.6,2,11,5634,1.724875,2441,0.001386,0,0.002020
32200,30764.1504,578050.0000,180867,0.110834,0.000000,0.051313,0.008182,0.160049,-0.584312,0.000000,0.039739,0.098889,0.051790,-0.143484,12.5,7,18,5.6,2,11,5984,1.736351,3963,0.002837,0,0.003610
32210,41491.6094,651500.0000,213005,0.000675,0.000000,0.024144,0.015828,0.133622,-0.656250,0.000000,0.211989,0.112408,0.000000,0.000000,12.5,7,18,5.6,2,10,5083,1.717794,3880,0.000960,0,0.001160
32220,29928.8340,522300.0000,194087,0.054810,0.000000,0.027485,0.007354,0.176374,-0.735062,0.000000,0.367299,0.124702,0.064368,-0.173780,12.5,7,18,5.6,2,11,5776,1.726945,3898,0.001474,0,0.000886
32230,37962.9453,598550.0000,214839,0.000000,0.000000,0.000000,0.006437,0.186315,-0.660762,0.000000,0.451046,0.071621,0.000000,0.000000,12.5,7,19,5.6,2,11,5657,1.717711,4354,0.001107,0,0.001269
32240,55555.9766,717150.0000,257763,0.001061,0.000000,0.088868,0.005246,0.263212,-0.661312,0.000000,0.316818,0.000000,0.000000,0.000000,12.5,7,18,5.6,2,11,4408,1.730767,2961,0.001547,0,0.001115
32250,49533.9883,644250.0000,256620,0.000000,0.000000,0.000000,0.005772,0.260342,-0.708157,0.000000,0.390919,0.089488,0.000000,0.000000,12.5,7,18,5.6,2,10,4623,1.735641,3757,0.001229,0,0.000043
32260,46669.6602,706700.0000,221077,0.122088,0.000000,0.027394,0.014366,0.081413,-0.666449,0.000000,0.378271,0.108190,0.072316,-0.193655,12.5,7,18,5.6,2,11,5077,1.735420,3952,0.001451,0,0.001325
32270,38750.1016,441981.8438,230152,0.053646,0.000000,0.012034,0.005053,-0.946989,-0.747755,0.000000,0.342506,0.098365,0.044368,-0.122272,12.5,7,18,5.6,2,10,5372,1.710857,1728,0.001093,0,0.000303
32280,54906.2930,800550.0000,230458,0.028698,0.000000,0.015159,0.007923,0.094097,-0.594138,0.000000,0.544194,0.000000,0.000000,0.000000,12.5,7,17,5.6,2,11,5190,1.734937,2467,0.002323,0,0.001017
32290,30370.3398,508750.0000,200508,0.054707,0.000000,0.008437,0.004785,0.211547,-0.750574,0.000000,0.406221,0.092257,0.053289,-0.064309,12.5,7,18,5.5,2,10,5398,1.736502,3707,0.002000,0,0.002169
32300,28676.7773,504850.0000,193316,0.029965,0.000000,0.012283,0.007003,0.231140,-0.653788,0.000000,0.291788,0.105867,0.030522,0.141532,12.5,7,18,5.6,2,11,5985,1.740359,4096,0.002060,0,0.002072
32310,44846.4219,652000.0000,230242,0.007541,0.000000,0.038128,0.006196,0.226570,-0.734988,0.000000,0.527651,0.123149,0.000000,0.000000,12.5,7,18,5.6,2,11,4977,1.730604,3965,0.001319,0,0.000920
32320,40258.1211,596750.0000,226088,0.023617,0.000000,0.019388,0.005452,0.281369,-0.721059,0.000000,0.446520,0.097689,0.056069,0.061776,12.5,7,18,5.5,2,11,5097,1.728894,3624,0.000946,0,0.001452
32330,76491.2422,978900.0000,259384,0.147952,0.000000,0.033286,0.016781,0.224398,-0.593795,0.000000,0.174045,0.128960,0.049386,-0.183678,12.5,7,18,5.6,2,11,4288,1.740992,3347,0.002053,0,0.000493
32340,45867.5625,674200.0000,226627,0.166805,0.000000,0.014802,0.010472,0.159942,-0.689448,0.000000,0.331530,0.048151,0.039938,-0.110568,12.5,7,18,5.5,2,11,4775,1.724773,3321,0.001628,0,0.004558
32350,42098.9570,659200.0000,213263,0.181145,0.000000,0.029616,0.015333,0.177154,-0.679307,0.000000,0.324893,0.108713,0.004243,-0.038954,12.4,8,18,5.6,2,11,5013,1.742585,3914,0.001175,0,0.000978
32360,24244.3203,157949.6094,187450,0.008099,0.000000,0.079791,0.006514,-0.973279,-0.749418,0.000000,0.597056,0.084736,0.000000,0.000000,12.5,7,18,5.6,2,11,6132,1.734746,4210,0.001946,0,0.001063
32370,66125.8203,856400.0000,256508,0.090485,0.000000,0.017478,0.005267,0.262517,-0.624316,0.000000,0.274732,0.123627,0.018150,0.007764,12.5,7,18,5.6,2,10,4347,1.737411,3354,0.001317,0,0.000938
32380,48431.8672,772600.0625,209818,0.160709,0.000000,0.053678,0.009437,0.210899,-0.658544,0.000000,0.277129,0.124925,0.070372,-0.231012,12.5,7,18,5.6,2,11,5159,1.719251,3450,0.002230,0,0.001850
32390,52207.4961,688250.0000,251507,0.000061,0.000000,0.364560,0.008740,0.212976,-0.780218,0.000000,0.682782,0.120521,0.000000,0.000000,12.4,8,18,5.6,2,11,4356,1.734943,3039,0.000954,0,0.000388
32400,55090.1289,728100.0625,251311,0.098580,0.000000,0.014813,0.012155,0.059409,-0.678784,0.000000,0.326264,0.101028,0.037499,-0.142445,12.5,7,18,5.6,2,11,4403,1.726028,4188,0.001202,0,0.000953
32410,61517.4844,769400.0000,268663,0.184637,0.000000,0.025555,0.004067,0.231971,-0.585800,0.000000,0.195661,0.094488,0.022251,-0.104888,12.5,7,18,5.6,2,12,4893,1.728916,3156,0.001066,0,0.000454
32420,34858.9531,467500.0000,220023,0.055417,0.000000,0.012366,0.007317,-0.934097,-0.758831,0.000000,0.472443,0.107292,0.021152,0.034102,12.5,7,18,5.6,2,10,5160,1.733837,2895,0.001173,0,0.000539
32430,22498.7930,444600.0000,172078,0.007132,0.000000,0.028021,0.003376,0.153472,-0.746349,0.000000,0.419859,0.123372,0.000000,0.000000,12.5,7,18,5.6,2,11,6050,1.736639,4232,0.003199,0,0.003536
32440,74308.8984,985600.0625,251334,0.191073,0.000000,0.015506,0.006820,0.238061,-0.552163,0.000000,0.353744,0.058839,0.045338,-0.124820,12.5,8,18,5.6,2,11,4561,1.735478,4100,0.000959,0,0.000898
32450,26990.8301,491000.0000,186291,0.000193,0.000000,0.000000,0.005723,0.232295,-0.703374,0.000000,0.396627,0.039143,0.000000,0.000000,12.4,7,18,5.6,2,11,5837,1.720520,4186,0.001994,0,0.002072
32460,51153.6914,835400.0000,207373,0.000158,0.000000,0.000000,0.011319,-0.133033,-0.501329,0.000000,0.000272,0.064028,0.000000,0.000000,12.4,8,18,5.6,2,11,5703,1.731554,4084,0.001987,0,0.002400
32470,75269.8203,855700.0000,291428,0.205597,0.000000,0.020444,0.006684,0.242697,-0.618852,0.000000,0.271834,0.118037,0.055040,-0.106753,12.5,7,19,5.5,2,11,3829,1.740331,2490,0.000943,0,0.000353
32480,36828.5664,522300.0000,234969,0.103115,0.000000,0.042745,0.005723,0.271641,-0.749482,0.000000,0.452797,0.099500,0.088173,-0.232324,12.5,8,18,5.6,2,11,4781,1.739452,3499,0.000817,0,0.000367
32490,45112.3555,638750.0000,236258,0.076120,0.000000,0.030721,0.010743,-0.111625,-0.717655,0.000000,0.365960,0.139305,0.030175,-0.034931,12.4,7,18,5.6,3,10,4902,1.720869,3695,0.001130,0,0.001153
32500,37240.3398,626550.0000,200051,0.002138,0.000000,0.057898,0.009958,0.266933,-0.618514,0.000000,0.073640,0.105817,0.000000,0.000000,12.4,7,18,5.6,2,10,5458,1.735152,4290,0.002401,0,0.002304
32510,23378.1602,434250.0000,181651,0.000203,0.000000,0.480641,0.006405,0.206935,-0.789519,0.000000,0.486996,0.069921,0.000000,0.000000,12.5,7,18,5.6,2,11,5726,1.740392,3905,0.003354,0,0.002147
32520,36543.7891,579650.0000,210830,0.052126,0.000000,0.025977,0.004016,0.242704,-0.765798,0.000000,0.492818,0.112308,0.043138,-0.119032,12.5,8,18,5.6,2,11,5140,1.737221,4076,0.002461,0,0.002372
32530,38224.0078,652500.0000,197001,0.150101,0.000000,0.017938,0.004582,-0.149940,-0.641144,0.000000,0.183374,0.151506,0.012392,-0.014281,12.4,7,18,5.6,2,12,5454,1.732525,4870,0.003557,0,0.004408
32540,82733.0703,934050.0000,294547,0.194194,0.000000,0.044738,0.008279,0.251506,-0.549397,0.000000,0.255796,0.088401,0.045454,-0.175043,12.5,7,18,5.6,2,12,4034,1.722289,1577,0.000552,0,0.000089
32550,35524.1055,589000.0000,203924,0.000000,0.000000,0.000000,0.007744,0.155955,-0.681503,0.000000,0.316292,0.063517,0.000000,0.000000,12.5,7,18,5.6,3,11,5629,1.734516,2519,0.001622,0,0.000794
32560,35988.8320,585100.0625,206630,0.076535,0.000000,0.027495,0.005937,0.237331,-0.692289,0.000000,0.296272,0.129838,0.019840,-0.069857,12.5,8,19,5.6,2,11,5339,1.737453,3163,0.002499,0,0.003020
32570,32376.9629,577150.0000,189107,0.018675,0.000000,0.040002,0.008243,0.066828,-0.671967,0.000000,0.397829,0.084139,0.034180,-0.095190,12.4,8,18,5.6,3,11,5607,1.740078,3689,0.002157,0,0.001717
32580,23764.2793,423250.0000,189920,0.008162,0.000000,0.026336,0.005867,0.201138,-0.748665,0.000000,0.400234,0.123760,0.081297,-0.215714,12.5,6,19,5.6,2,10,5747,1.739474,3246,0.002803,0,0.002252
32590,25280.3613,486800.0312,176366,0.095817,0.000000,0.016695,0.007068,0.241669,-0.689290,0.000000,0.161089,0.165128,0.029674,-0.061867,12.4,7,18,5.6,2,11,5989,1.743440,3094,0.003460,0,0.002969
32600,41670.3164,705600.0625,199338,0.249553,0.000000,0.036357,0.013547,0.237500,-0.554826,0.000000,0.136607,0.089599,0.047166,-0.178894,12.4,8,17,5.6,2,11,5570,1.749317,3704,0.002285,0,0.003237
32610,35005.5352,651200.0000,181754,0.101828,0.000000,0.030517,0.005415,0.164492,-0.610749,0.000000,0.017142,0.163922,0.054890,-0.188940,12.5,7,18,5.6,2,11,5768,1.741620,4873,0.003202,0,0.003174
32620,51620.2227,725300.0000,238357,0.044876,0.000000,0.011397,0.006725,0.186969,-0.666407,0.000000,0.228623,0.050756,0.052654,0.055255,12.4,7,18,5.6,2,11,4934,1.722271,3332,0.000984,0,0.000302
32630,31618.5293,519100.0312,204114,0.085038,0.000000,0.004344,0.006908,-0.002617,-0.732967,0.000000,0.326760,0.119846,0.030587,-0.005914,12.5,7,18,5.6,2,11,5279,1.727233,3279,0.002173,0,0.002001
32640,41407.2969,643550.0000,217833,0.106800,0.000000,0.026320,0.004285,-0.111413,-0.565637,0.000000,0.235927,0.075639,0.020414,-0.068727,12.5,7,18,5.6,2,11,5619,1.729300,4347,0.002081,0,0.001605
32650,32373.2090,538300.0000,201830,0.048461,0.000000,0.047027,0.007415,0.157225,-0.731634,0.000000,0.280181,0.145452,0.066093,-0.178122,12.5,7,18,5.6,2,11,5355,1.733697,3279,0.002248,0,0.002004
32660,46940.0039,692100.0625,226955,0.085462,0.000000,0.026374,0.007426,0.170203,-0.668128,0.000000,0.234226,0.123187,0.022023,-0.081004,12.5,7,18,5.6,2,11,5006,1.738473,3814,0.000311,0,0.000534
32670,34301.6641,575250.0000,201787,0.000153,0.000000,0.000000,0.005283,0.212543,-0.672549,0.000000,0.372063,0.077802,0.000000,0.000000,12.5,8,18,5.6,2,11,5701,1.741759,3446,0.001238,0,0.001279
32680,23530.6504,132000.0000,192889,0.000036,0.000000,0.000000,0.007387,-0.968035,-0.789967,0.000000,0.684380,0.053904,0.000000,0.000000,12.5,7,18,5.6,2,11,5731,1.742590,2769,0.001121,0,0.001950
32690,26131.9043,505900.0000,175884,0.055274,0.000000,0.009135,0.004686,0.127353,-0.678710,0.000000,0.192822,0.108529,0.016992,0.061538,12.5,8,19,5.6,2,11,6079,1.729985,3693,0.002702,0,0.003208
32700,40014.8750,661150.0000,204722,0.043704,0.000000,0.031638,0.007764,-0.039851,-0.663905,0.000000,0.187592,0.117315,0.040901,-0.057848,12.5,7,19,5.6,2,11,5650,1.727269,3879,0.000890,0,0.000696
32710,51917.3008,740500.0000,234139,0.104448,0.000000,0.010791,0.007726,0.295927,-0.688860,0.000000,0.679663,0.000000,0.000000,0.000000,12.5,7,18,5.5,2,12,4839,1.737058,2456,0.002279,0,0.001102
32720,77213.3125,891100.0625,288116,0.113966,0.000000,0.031025,0.009099,0.148715,-0.563919,0.000000,0.255827,0.098244,0.053450,0.005103,12.5,7,17,5.6,2,11,4315,1.737985,3420,0.001089,0,0.000291
32730,19415.0996,275503.8125,162270,0.000000,0.000000,0.000000,0.006777,-0.964409,-0.792002,0.000000,0.494388,0.092618,0.000000,0.000000,12.5,7,18,5.6,2,11,6158,1.733144,3037,0.003571,0,0.004447
32740,93084.9297,1046150.0000,294841,0.097972,0.000000,0.021563,0.009719,0.076575,-0.550863,0.000000,0.437536,0.069901,0.052963,-0.144674,12.5,7,18,5.6,2,11,3818,1.727570,2462,0.000927,0,0.000576
32750,120791.0938,1190050.0000,334745,0.045199,0.000000,0.035108,0.006343,0.227231,-0.521452,0.000000,0.431407,0.051561,0.049678,-0.136160,12.5,7,18,5.5,2,11,3030,1.730219,1919,0.001287,0,0.000189
32760,53805.2148,780500.0000,230656,0.119956,0.000000,0.031613,0.007204,0.280965,-0.635180,0.000000,0.120006,0.100769,0.018941,-0.096379,12.5,7,17,5.6,2,11,4968,1.727073,3522,0.000979,0,0.001276
32770,42137.8242,646547.3125,219080,0.002898,0.000000,0.031074,0.003921,-0.595694,-0.655128,0.000000,0.497382,0.068015,0.000000,0.000000,12.5,7,18,5.6,2,11,5587,1.736940,2805,0.001475,0,0.001376
32780,47241.0469,679300.0000,232332,0.014326,0.000000,0.004401,0.007118,0.279504,-0.729154,0.000000,0.464598,0.052744,0.000000,0.000000,12.4,7,17,5.5,2,10,4889,1.731161,3242,0.000937,0,0.000408
32790,28886.0879,574250.0000,171042,0.000712,0.000000,0.000000,0.013116,-0.139757,-0.625972,0.000000,0.122041,0.138498,0.000000,0.000000,12.5,7,18,5.6,2,11,6048,1.744085,3089,0.004052,0,0.005695
32800,40984.2656,670200.0000,205269,0.016882,0.000000,0.059419,0.004950,0.207314,-0.662512,0.000000,0.380223,0.106841,0.073098,-0.195591,12.5,7,17,5.6,2,11,5344,1.733357,3544,0.001964,0,0.001480
32810,78467.3281,900250.0000,288648,0.057439,0.000000,0.011638,0.011163,-0.014099,-0.612770,0.000000,0.289150,0.084111,0.048950,-0.134265,12.5,7,18,5.6,2,10,3843,1.741544,2614,0.000554,0,0.000174
32820,50796.6914,738600.0625,229969,0.075264,0.000000,0.041052,0.013713,0.223734,-0.652289,0.000000,0.321864,0.089327,0.092365,-0.242332,12.4,7,18,5.6,2,12,4939,1.726461,3063,0.001652,0,0.001017
32830,42085.4688,657700.0000,214137,0.024509,0.000000,0.016508,0.003980,0.195489,-0.740892,0.000000,0.307782,0.069350,0.031712,-0.088542,12.4,6,17,5.6,3,11,5105,1.736650,3246,0.002491,0,0.001311
32840,53342.1523,702100.0625,253680,0.050930,0.000000,0.017988,0.015060,0.315739,-0.635671,0.000000,0.153946,0.167671,0.036906,0.210906,12.4,8,18,5.6,2,11,4651,1.728149,2943,0.001454,0,0.000479
32850,107161.1016,1094850.0000,322392,0.250798,0.000000,0.016730,0.014556,-0.050203,-0.546570,0.000000,0.503495,0.043018,0.015935,-0.083985,12.5,8,18,5.6,2,11,3079,1.726608,3078,0.001017,0,0.000433
32860,27429.9355,507900.0000,182194,0.196294,0.000000,0.016280,0.005896,0.107086,-0.704397,0.000000,0.252644,0.136104,0.022582,-0.117367,12.5,7,19,5.6,2,10,5696,1.750548,4773,0.003898,0,0.002208
32870,58382.1133,815500.0000,238702,0.124564,0.000000,0.025469,0.005123,0.244487,-0.624104,0.000000,0.485448,0.121900,0.047645,-0.130859,12.5,7,18,5.6,2,12,4710,1.727839,3536,0.001590,0,0.002390
32880,59949.5508,789650.0000,252151,0.021413,0.000000,0.013874,0.010311,0.289916,-0.625708,0.000000,0.157983,0.114636,0.016146,-0.047265,12.5,7,18,5.6,2,10,4380,1.719008,2982,0.001293,0,0.000596
32890,42695.9336,552000.0000,260770,0.020992,0.000000,0.037511,0.004732,0.212286,-0.642012,0.000000,0.475737,0.113442,0.067566,-0.181818,12.4,7,18,5.6,2,11,5145,1.736613,2851,0.001096,0,0.000166
32900,33230.0625,519700.0000,215293,0.052544,0.000000,0.031364,0.005264,0.145733,-0.758932,0.000000,0.478883,0.079509,0.074855,-0.117109,12.5,7,17,5.6,2,11,5403,1.737652,3360,0.002575,0,0.001928
32910,23908.4883,474800.0312,170879,0.002942,0.000000,0.048214,0.009561,0.196310,-0.683313,0.000000,0.292656,0.131923,0.000000,0.000000,12.5,7,18,5.6,2,11,5970,1.727037,3539,0.002937,0,0.003562
32920,36821.2695,604250.0000,205029,0.045990,0.000000,0.021202,0.007162,0.211942,-0.691805,0.000000,0.344565,0.152620,0.038079,-0.077712,12.5,7,18,5.6,2,10,5430,1.735224,3281,0.001171,0,0.000914
32930,60578.4766,797700.0000,252353,0.090577,0.000000,0.036891,0.006154,0.015984,-0.625459,0.000000,0.166685,0.113623,0.019707,-0.089047,12.5,7,19,5.6,2,11,4404,1.737149,2802,0.000961,0,0.000982
32940,51491.7617,710500.0000,242222,0.020265,0.000000,0.047096,0.003938,0.273524,-0.700649,0.000000,0.386643,0.072777,0.057895,-0.157345,12.4,8,18,5.6,2,11,4801,1.729564,2061,0.000814,0,0.000852
32950,37889.2031,558050.0000,227098,0.042668,0.000000,0.020516,0.007521,0.217271,-0.761407,0.000000,0.520822,0.088462,0.044203,-0.121838,12.5,7,18,5.6,2,11,5004,1.732488,2960,0.001746,0,0.000900
32960,35893.3594,617950.0000,196534,0.001584,0.000000,0.000000,0.007721,0.056658,-0.640659,0.000000,0.556562,0.176181,0.000000,0.000000,12.5,7,18,5.6,2,11,5740,1.733144,2935,0.003031,0,0.001724
32970,44347.2461,795450.0000,189274,0.086600,0.000000,0.031368,0.008674,-0.092379,-0.530813,0.000000,0.030302,0.069365,0.031876,-0.110881,12.5,7,18,5.6,2,10,5880,1.730051,5073,0.003506,0,0.003330
32980,57790.1055,869450.0000,222141,0.000035,0.000000,0.000000,0.007348,0.277006,-0.601809,0.000000,0.369062,0.086235,0.000000,0.000000,12.5,7,18,5.6,2,11,4979,1.745119,3822,0.002097,0,0.001410
32990,36653.9609,594150.0000,207271,0.022576,0.000000,0.053852,0.007495,0.176521,-0.729526,0.000000,0.319684,0.104237,0.090887,-0.045616,12.5,7,18,5.6,2,10,5341,1.736583,3715,0.002646,0,0.002511
33000,31081.4961,523250.0000,201207,0.048633,0.000000,0.052502,0.008871,0.087745,-0.656170,0.000000,0.310602,0.100243,0.050335,-0.162735,12.5,7,18,5.6,2,11,5755,1.733993,2200,0.001287,0,0.001084
33010,60157.0352,688178.0625,272268,0.093107,0.000000,0.022743,0.007300,-0.876773,-0.735622,0.000000,0.668296,0.044045,0.000000,0.000000,12.5,7,18,5.6,2,11,3920,1.728041,2876,0.000997,0,0.000229
33020,49794.8711,732650.0000,226845,0.107624,0.000000,0.027246,0.003783,0.281346,-0.676368,0.000000,0.231056,0.092529,0.034298,-0.099890,12.6,8,18,5.6,2,11,4985,1.740963,3968,0.001069,0,0.000971
33030,59014.1055,763900.0000,257816,0.129140,0.000000,0.019195,0.005924,0.279022,-0.641230,0.000000,0.083619,0.097515,0.020460,-0.070286,12.5,7,19,5.6,2,11,4591,1.728422,2379,0.001188,0,0.000086
33040,23220.0977,256078.0156,187154,0.027383,0.000000,0.032256,0.004639,-0.972568,-0.796181,0.000000,0.595187,0.133688,0.088607,-0.065203,12.5,7,18,5.5,2,11,5774,1.737785,3334,0.001745,0,0.001686
33050,58259.2578,826550.0000,234856,0.163278,0.000000,0.032520,0.017715,0.074529,-0.613961,0.000000,0.194578,0.106717,0.068935,-0.185241,12.5,8,18,5.6,2,11,4705,1.739304,4244,0.002191,0,0.001158
33060,36327.3672,558350.0625,219089,0.024262,0.000000,0.012456,0.006263,0.118068,-0.692547,0.000000,0.544132,0.099647,0.000000,0.000000,12.5,7,18,5.5,2,11,5395,1.739268,2422,0.001180,0,0.001555
33070,47467.6484,716150.0000,221220,0.058459,0.000000,0.035251,0.006617,0.240233,-0.667857,0.000000,0.239325,0.090505,0.050309,-0.104530,12.5,8,18,5.6,2,10,4922,1.742123,2791,0.000867,0,0.000781
33080,42788.7188,623254.5000,227498,0.000000,0.000000,0.000000,0.005751,-0.660882,-0.767834,0.000000,0.591932,0.086320,0.000000,0.000000,12.5,8,18,5.6,2,11,5036,1.735002,2254,0.002191,0,0.001358
33090,51536.0234,669150.0000,258117,0.151840,0.000000,0.027210,0.006877,0.220722,-0.627795,0.000000,0.236785,0.125671,0.024756,-0.044540,12.4,7,17,5.7,2,12,4860,1.724406,2091,0.000769,0,0.000108
33100,65941.1250,921300.0000,238677,0.089604,0.000000,0.022391,0.003689,0.153294,-0.589317,0.000000,0.138237,0.061173,0.028819,-0.080706,12.4,7,18,5.6,2,11,4716,1.739300,3676,0.002091,0,0.001191
33110,32699.7480,589950.0000,187186,0.107249,0.000000,0.015085,0.007351,0.117138,-0.634593,0.000000,0.169510,0.132984,0.002042,0.009081,12.5,7,18,5.6,2,11,5689,1.743413,3612,0.002089,0,0.002361
33120,76914.0469,969050.0000,264220,0.060630,0.000000,0.033080,0.006350,0.142949,-0.587492,0.000000,0.253175,0.143806,0.051925,-0.141990,12.4,7,18,5.6,2,11,4369,1.717066,3342,0.000783,0,0.000828
33130,41936.5312,610100.0625,229387,0.000730,0.000000,0.000000,0.007031,0.218394,-0.790287,0.000000,0.348750,0.074801,0.000000,0.000000,12.5,7,18,5.6,2,11,4843,1.733343,3329,0.002224,0,0.001060
33140,35830.4648,585050.0000,207336,0.039447,0.000000,0.022473,0.017560,0.142828,-0.597958,0.000000,0.133276,0.104290,0.035734,-0.035216,12.5,7,17,5.6,2,11,5669,1.738083,1694,0.001294,0,0.000439
33150,38097.7305,610250.0000,209166,0.027160,0.000000,0.014125,0.003612,0.229816,-0.733351,0.000000,0.468684,0.124466,0.067825,0.085755,12.5,7,18,5.6,2,11,5214,1.735931,2843,0.002432,0,0.002681
33160,25356.4297,437950.0000,196459,0.006915,0.000000,0.017892,0.005050,-0.157771,-0.685110,0.000000,0.514046,0.147823,0.000000,0.000000,12.5,8,18,5.6,3,11,5827,1.741745,3615,0.002461,0,0.002850
33170,18040.2793,398650.0000,154301,0.019432,0.000000,0.014949,0.006276,0.032704,-0.720125,0.000000,0.192584,0.146431,0.000000,0.000000,12.5,8,18,5.6,2,11,6215,1.733602,4094,0.004805,0,0.004099
33180,38181.8242,482315.8438,237528,0.048867,0.000000,0.022046,0.009817,-0.929122,-0.788005,0.000000,0.565180,0.070653,0.000000,0.000000,12.5,7,18,5.6,2,11,4863,1.717773,1623,0.000907,0,0.000377
33190,54732.0312,689350.0625,265679,0.005982,0.000000,0.032958,0.004620,0.273282,-0.692030,0.000000,0.398376,0.094601,0.000000,0.000000,12.5,7,18,5.7,2,12,4750,1.726425,3911,0.001095,0,0.000162
33200,29128.9551,381711.9062,205452,0.088233,0.000000,0.008441,0.014265,-0.944354,-0.798608,0.000000,0.395768,0.190141,0.000000,0.000000,12.5,7,19,5.5,2,11,5328,1.732390,2364,0.001533,0,0.001512
33210,31208.0840,564750.0000,186793,0.037459,0.000000,0.021888,0.008321,-0.032173,-0.637794,0.000000,0.208699,0.109792,0.044396,-0.081658,12.5,7,18,5.6,2,11,5736,1.730192,3652,0.001535,0,0.001535
33220,41864.1523,670050.0000,209777,0.002404,0.000000,0.050654,0.013965,0.223814,-0.636216,0.000000,0.169224,0.101260,0.000000,0.000000,12.5,7,18,5.6,2,10,5294,1.729646,2518,0.001712,0,0.001997
33230,43554.7344,677750.0000,215035,0.150880,0.000000,0.024263,0.009808,0.007577,-0.661031,0.000000,0.170359,0.135455,0.016712,-0.064526,12.5,7,18,5.6,2,11,5092,1.733779,3700,0.001652,0,0.001668
33240,81100.5625,937000.0000,288048,0.108171,0.000000,0.024637,0.011291,0.049350,-0.534768,0.000000,0.150090,0.127848,0.023304,-0.009413,12.5,7,18,5.6,2,12,4132,1.733529,1753,0.000853,0,0.000254
33250,49966.5352,691100.0625,240571,0.059135,0.000000,0.009262,0.007418,0.185969,-0.714630,0.000000,0.449159,0.094302,0.033934,-0.094529,12.5,7,18,5.6,2,11,4634,1.741578,2798,0.001117,0,0.000777
